1 0 ['seti', 123, 0, 4] [15823996, 0, 0, 0, 0, 0]
988 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 138]
989 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 139]
990 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 139]
991 19 ['muli', 2, 256, 2] [15823996, 18, 140, 65536, 14559001, 139]
992 20 ['gtrr', 2, 3, 2] [15823996, 19, 35840, 65536, 14559001, 139]
993 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 139]
994 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 139]
995 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 139]
996 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 140]
997 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 140]
998 19 ['muli', 2, 256, 2] [15823996, 18, 141, 65536, 14559001, 140]
999 20 ['gtrr', 2, 3, 2] [15823996, 19, 36096, 65536, 14559001, 140]
1000 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 140]
1001 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 140]
1002 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 140]
1003 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 141]
1004 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 141]
1005 19 ['muli', 2, 256, 2] [15823996, 18, 142, 65536, 14559001, 141]
1006 20 ['gtrr', 2, 3, 2] [15823996, 19, 36352, 65536, 14559001, 141]
1007 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 141]
1008 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 141]
1009 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 141]
1010 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 142]
1011 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 142]
1012 19 ['muli', 2, 256, 2] [15823996, 18, 143, 65536, 14559001, 142]
1013 20 ['gtrr', 2, 3, 2] [15823996, 19, 36608, 65536, 14559001, 142]
1014 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 142]
1015 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 142]
1016 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 142]
1017 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 143]
1018 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 143]
1019 19 ['muli', 2, 256, 2] [15823996, 18, 144, 65536, 14559001, 143]
1020 20 ['gtrr', 2, 3, 2] [15823996, 19, 36864, 65536, 14559001, 143]
1021 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 143]
1022 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 143]
1023 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 143]
1024 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 144]
1025 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 144]
1026 19 ['muli', 2, 256, 2] [15823996, 18, 145, 65536, 14559001, 144]
1027 20 ['gtrr', 2, 3, 2] [15823996, 19, 37120, 65536, 14559001, 144]
1028 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 144]
1029 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 144]
1030 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 144]
1031 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 145]
1032 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 145]
1033 19 ['muli', 2, 256, 2] [15823996, 18, 146, 65536, 14559001, 145]
1034 20 ['gtrr', 2, 3, 2] [15823996, 19, 37376, 65536, 14559001, 145]
1035 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 145]
1036 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 145]
1037 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 145]
1038 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 146]
1039 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 146]
1040 19 ['muli', 2, 256, 2] [15823996, 18, 147, 65536, 14559001, 146]
1041 20 ['gtrr', 2, 3, 2] [15823996, 19, 37632, 65536, 14559001, 146]
1042 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 146]
1043 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 146]
1044 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 146]
1045 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 147]
1046 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 147]
1047 19 ['muli', 2, 256, 2] [15823996, 18, 148, 65536, 14559001, 147]
1048 20 ['gtrr', 2, 3, 2] [15823996, 19, 37888, 65536, 14559001, 147]
1049 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 147]
1050 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 147]
1051 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 147]
1052 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 148]
1053 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 148]
1054 19 ['muli', 2, 256, 2] [15823996, 18, 149, 65536, 14559001, 148]
1055 20 ['gtrr', 2, 3, 2] [15823996, 19, 38144, 65536, 14559001, 148]
1056 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 148]
1057 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 148]
1058 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 148]
1059 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 149]
1060 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 149]
1061 19 ['muli', 2, 256, 2] [15823996, 18, 150, 65536, 14559001, 149]
1062 20 ['gtrr', 2, 3, 2] [15823996, 19, 38400, 65536, 14559001, 149]
1063 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 149]
1064 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 149]
1065 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 149]
1066 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 150]
1067 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 150]
1068 19 ['muli', 2, 256, 2] [15823996, 18, 151, 65536, 14559001, 150]
1069 20 ['gtrr', 2, 3, 2] [15823996, 19, 38656, 65536, 14559001, 150]
1070 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 150]
1071 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 150]
1072 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 150]
1073 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 151]
1074 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 151]
1075 19 ['muli', 2, 256, 2] [15823996, 18, 152, 65536, 14559001, 151]
1076 20 ['gtrr', 2, 3, 2] [15823996, 19, 38912, 65536, 14559001, 151]
1077 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 151]
1078 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 151]
1079 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 151]
1080 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 152]
1081 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 152]
1082 19 ['muli', 2, 256, 2] [15823996, 18, 153, 65536, 14559001, 152]
1083 20 ['gtrr', 2, 3, 2] [15823996, 19, 39168, 65536, 14559001, 152]
1084 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 152]
1085 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 152]
1086 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 152]
1087 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 153]
1088 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 153]
1089 19 ['muli', 2, 256, 2] [15823996, 18, 154, 65536, 14559001, 153]
1090 20 ['gtrr', 2, 3, 2] [15823996, 19, 39424, 65536, 14559001, 153]
1091 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 153]
1092 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 153]
1093 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 153]
1094 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 154]
1095 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 154]
1096 19 ['muli', 2, 256, 2] [15823996, 18, 155, 65536, 14559001, 154]
1097 20 ['gtrr', 2, 3, 2] [15823996, 19, 39680, 65536, 14559001, 154]
1098 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 154]
1099 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 154]
1100 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 154]
1101 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 155]
1102 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 155]
1103 19 ['muli', 2, 256, 2] [15823996, 18, 156, 65536, 14559001, 155]
1104 20 ['gtrr', 2, 3, 2] [15823996, 19, 39936, 65536, 14559001, 155]
1105 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 155]
1106 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 155]
1107 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 155]
1108 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 156]
1109 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 156]
1110 19 ['muli', 2, 256, 2] [15823996, 18, 157, 65536, 14559001, 156]
1111 20 ['gtrr', 2, 3, 2] [15823996, 19, 40192, 65536, 14559001, 156]
1112 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 156]
1113 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 156]
1114 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 156]
1115 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 157]
1116 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 157]
1117 19 ['muli', 2, 256, 2] [15823996, 18, 158, 65536, 14559001, 157]
1118 20 ['gtrr', 2, 3, 2] [15823996, 19, 40448, 65536, 14559001, 157]
1119 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 157]
1120 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 157]
1121 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 157]
1122 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 158]
1123 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 158]
1124 19 ['muli', 2, 256, 2] [15823996, 18, 159, 65536, 14559001, 158]
1125 20 ['gtrr', 2, 3, 2] [15823996, 19, 40704, 65536, 14559001, 158]
1126 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 158]
1127 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 158]
1128 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 158]
1129 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 159]
1130 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 159]
1131 19 ['muli', 2, 256, 2] [15823996, 18, 160, 65536, 14559001, 159]
1132 20 ['gtrr', 2, 3, 2] [15823996, 19, 40960, 65536, 14559001, 159]
1133 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 159]
1134 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 159]
1135 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 159]
1136 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 160]
1137 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 160]
1138 19 ['muli', 2, 256, 2] [15823996, 18, 161, 65536, 14559001, 160]
1139 20 ['gtrr', 2, 3, 2] [15823996, 19, 41216, 65536, 14559001, 160]
1140 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 160]
1141 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 160]
1142 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 160]
1143 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 161]
1144 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 161]
1145 19 ['muli', 2, 256, 2] [15823996, 18, 162, 65536, 14559001, 161]
1146 20 ['gtrr', 2, 3, 2] [15823996, 19, 41472, 65536, 14559001, 161]
1147 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 161]
1148 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 161]
1149 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 161]
1150 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 162]
1151 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 162]
1152 19 ['muli', 2, 256, 2] [15823996, 18, 163, 65536, 14559001, 162]
1153 20 ['gtrr', 2, 3, 2] [15823996, 19, 41728, 65536, 14559001, 162]
1154 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 162]
1155 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 162]
1156 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 162]
1157 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 163]
1158 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 163]
1159 19 ['muli', 2, 256, 2] [15823996, 18, 164, 65536, 14559001, 163]
1160 20 ['gtrr', 2, 3, 2] [15823996, 19, 41984, 65536, 14559001, 163]
1161 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 163]
1162 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 163]
1163 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 163]
1164 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 164]
1165 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 164]
1166 19 ['muli', 2, 256, 2] [15823996, 18, 165, 65536, 14559001, 164]
1167 20 ['gtrr', 2, 3, 2] [15823996, 19, 42240, 65536, 14559001, 164]
1168 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 164]
1169 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 164]
1170 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 164]
1171 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 165]
1172 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 165]
1173 19 ['muli', 2, 256, 2] [15823996, 18, 166, 65536, 14559001, 165]
1174 20 ['gtrr', 2, 3, 2] [15823996, 19, 42496, 65536, 14559001, 165]
1175 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 165]
1176 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 165]
1177 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 165]
1178 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 166]
1179 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 166]
1180 19 ['muli', 2, 256, 2] [15823996, 18, 167, 65536, 14559001, 166]
1181 20 ['gtrr', 2, 3, 2] [15823996, 19, 42752, 65536, 14559001, 166]
1182 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 166]
1183 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 166]
1184 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 166]
1185 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 167]
1186 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 167]
1187 19 ['muli', 2, 256, 2] [15823996, 18, 168, 65536, 14559001, 167]
1188 20 ['gtrr', 2, 3, 2] [15823996, 19, 43008, 65536, 14559001, 167]
1189 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 167]
1190 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 167]
1191 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 167]
1192 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 168]
1193 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 168]
1194 19 ['muli', 2, 256, 2] [15823996, 18, 169, 65536, 14559001, 168]
1195 20 ['gtrr', 2, 3, 2] [15823996, 19, 43264, 65536, 14559001, 168]
1196 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 168]
1197 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 168]
1198 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 168]
1199 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 169]
1200 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 169]
1201 19 ['muli', 2, 256, 2] [15823996, 18, 170, 65536, 14559001, 169]
1202 20 ['gtrr', 2, 3, 2] [15823996, 19, 43520, 65536, 14559001, 169]
1203 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 169]
1204 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 169]
1205 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 169]
1206 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 170]
1207 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 170]
1208 19 ['muli', 2, 256, 2] [15823996, 18, 171, 65536, 14559001, 170]
1209 20 ['gtrr', 2, 3, 2] [15823996, 19, 43776, 65536, 14559001, 170]
1210 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 170]
1211 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 170]
1212 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 170]
1213 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 171]
1214 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 171]
1215 19 ['muli', 2, 256, 2] [15823996, 18, 172, 65536, 14559001, 171]
1216 20 ['gtrr', 2, 3, 2] [15823996, 19, 44032, 65536, 14559001, 171]
1217 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 171]
1218 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 171]
1219 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 171]
1220 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 172]
1221 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 172]
1222 19 ['muli', 2, 256, 2] [15823996, 18, 173, 65536, 14559001, 172]
1223 20 ['gtrr', 2, 3, 2] [15823996, 19, 44288, 65536, 14559001, 172]
1224 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 172]
1225 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 172]
1226 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 172]
1227 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 173]
1228 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 173]
1229 19 ['muli', 2, 256, 2] [15823996, 18, 174, 65536, 14559001, 173]
1230 20 ['gtrr', 2, 3, 2] [15823996, 19, 44544, 65536, 14559001, 173]
1231 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 173]
1232 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 173]
1233 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 173]
1234 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 174]
1235 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 174]
1236 19 ['muli', 2, 256, 2] [15823996, 18, 175, 65536, 14559001, 174]
1237 20 ['gtrr', 2, 3, 2] [15823996, 19, 44800, 65536, 14559001, 174]
1238 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 174]
1239 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 174]
1240 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 174]
1241 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 175]
1242 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 175]
1243 19 ['muli', 2, 256, 2] [15823996, 18, 176, 65536, 14559001, 175]
1244 20 ['gtrr', 2, 3, 2] [15823996, 19, 45056, 65536, 14559001, 175]
1245 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 175]
1246 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 175]
1247 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 175]
1248 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 176]
1249 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 176]
1250 19 ['muli', 2, 256, 2] [15823996, 18, 177, 65536, 14559001, 176]
1251 20 ['gtrr', 2, 3, 2] [15823996, 19, 45312, 65536, 14559001, 176]
1252 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 176]
1253 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 176]
1254 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 176]
1255 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 177]
1256 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 177]
1257 19 ['muli', 2, 256, 2] [15823996, 18, 178, 65536, 14559001, 177]
1258 20 ['gtrr', 2, 3, 2] [15823996, 19, 45568, 65536, 14559001, 177]
1259 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 177]
1260 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 177]
1261 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 177]
1262 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 178]
1263 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 178]
1264 19 ['muli', 2, 256, 2] [15823996, 18, 179, 65536, 14559001, 178]
1265 20 ['gtrr', 2, 3, 2] [15823996, 19, 45824, 65536, 14559001, 178]
1266 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 178]
1267 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 178]
1268 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 178]
1269 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 179]
1270 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 179]
1271 19 ['muli', 2, 256, 2] [15823996, 18, 180, 65536, 14559001, 179]
1272 20 ['gtrr', 2, 3, 2] [15823996, 19, 46080, 65536, 14559001, 179]
1273 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 179]
1274 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 179]
1275 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 179]
1276 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 180]
1277 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 180]
1278 19 ['muli', 2, 256, 2] [15823996, 18, 181, 65536, 14559001, 180]
1279 20 ['gtrr', 2, 3, 2] [15823996, 19, 46336, 65536, 14559001, 180]
1280 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 180]
1281 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 180]
1282 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 180]
1283 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 181]
1284 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 181]
1285 19 ['muli', 2, 256, 2] [15823996, 18, 182, 65536, 14559001, 181]
1286 20 ['gtrr', 2, 3, 2] [15823996, 19, 46592, 65536, 14559001, 181]
1287 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 181]
1288 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 181]
1289 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 181]
1290 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 182]
1291 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 182]
1292 19 ['muli', 2, 256, 2] [15823996, 18, 183, 65536, 14559001, 182]
1293 20 ['gtrr', 2, 3, 2] [15823996, 19, 46848, 65536, 14559001, 182]
1294 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 182]
1295 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 182]
1296 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 182]
1297 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 183]
1298 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 183]
1299 19 ['muli', 2, 256, 2] [15823996, 18, 184, 65536, 14559001, 183]
1300 20 ['gtrr', 2, 3, 2] [15823996, 19, 47104, 65536, 14559001, 183]
1301 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 183]
1302 22 ['addi', 1, 1, 1] [15823996, 21, 0, 65536, 14559001, 183]
1303 24 ['addi', 5, 1, 5] [15823996, 23, 0, 65536, 14559001, 183]
1304 25 ['seti', 17, 6, 1] [15823996, 24, 0, 65536, 14559001, 184]
1305 18 ['addi', 5, 1, 2] [15823996, 17, 0, 65536, 14559001, 184]
1306 19 ['muli', 2, 256, 2] [15823996, 18, 185, 65536, 14559001, 184]
1307 20 ['gtrr', 2, 3, 2] [15823996, 19, 47360, 65536, 14559001, 184]
1308 21 ['addr', 2, 1, 1] [15823996, 20, 0, 65536, 14559001, 184]
